Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Alcohol/Solvent content (product.metafields.shopify.alcohol-solvent-content),Application method (product.metafields.shopify.application-method),Baby gift items included (product.metafields.shopify.baby-gift-items-included),Body area (product.metafields.shopify.body-area),Brush material (product.metafields.shopify.brush-material),Bug type (product.metafields.shopify.bug-type),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Conditioner effect (product.metafields.shopify.conditioner-effect),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Flavor (product.metafields.shopify.flavor),Fluoride content (product.metafields.shopify.fluoride-content),Fragrance (product.metafields.shopify.fragrance),Fragrance level (product.metafields.shopify.fragrance-level),Gift set format (product.metafields.shopify.gift-set-format),Infant age group (product.metafields.shopify.infant-age-group),Ingredient origin (product.metafields.shopify.ingredient-origin),Ingredients (product.metafields.shopify.ingredients),Laundry detergent features (product.metafields.shopify.laundry-detergent-features),Material (product.metafields.shopify.material),Moisturizer type (product.metafields.shopify.moisturizer-type),Mounting type (product.metafields.shopify.mounting-type),Occasion (product.metafields.shopify.occasion),Oral care function (product.metafields.shopify.oral-care-function),Package type (product.metafields.shopify.package-type),Personalization options (product.metafields.shopify.personalization-options),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Product sterility (product.metafields.shopify.product-sterility),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),SPF level (product.metafields.shopify.spf-level),Stick material (product.metafields.shopify.stick-material),Suitable for bug type (product.metafields.shopify.suitable-for-bug-type),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Suitable space (product.metafields.shopify.suitable-space),Swab end configuration (product.metafields.shopify.swab-end-configuration),Talc content (product.metafields.shopify.talc-content),Target gender (product.metafields.shopify.target-gender),Texture (product.metafields.shopify.texture),Tip material (product.metafields.shopify.tip-material),Tip style (product.metafields.shopify.tip-style),Toothpaste type (product.metafields.shopify.toothpaste-type),Treatment texture (product.metafields.shopify.treatment-texture),Usage type (product.metafields.shopify.usage-type),UVA protection grade (product.metafields.shopify.uva-protection-grade),Washing method (product.metafields.shopify.washing-method),Wipe fragrance (product.metafields.shopify.wipe-fragrance),Wipe packaging (product.metafields.shopify.wipe-packaging),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
enfant-baby-fabric-wash-with-softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-SoftnerLifestyle-_-Emotional-Appeal_728fe970-6183-44af-92d9-1cc84fa8a681.jpg?v=1775199313,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-baby-fabric-wash-with-softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-SoftnerSize-Guide-_-FAQ_c04c62b9-6c1f-4b68-9bcf-31c38b84039d.jpg?v=1775199313,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-extra-mild-face-body-wipes,ENFANT Organic Plus Extra Mild Baby Wipes – 99% Pure Water & Plant-Based Face & Body Wipes (Fragrance-Free),"<h1 data-path-to-node=""3""><b data-path-to-node=""3"" data-index-in-node=""0"">ENFANT Organic Plus Extra Mild Baby Wipes | 99% Pure Water Face &amp; Body Wipes</b></h1>
<h3 data-path-to-node=""4""><b data-path-to-node=""4"" data-index-in-node=""0"">The Ultra-Gentle ""Fresh-On-The-Go"" Solution for Sensitive Skin</b></h3>
<p data-path-to-node=""5"">Keep your baby clean and comfortable, no matter the temperature. ENFANT Organic Plus Extra Mild Wipes are specifically engineered for the hot and humid GCC climate. Formulated with 99% pure water and enriched with clinical organic extracts, these wipes provide a cooling, non-sticky cleanse for your newborn’s face, hands, and diaper area.</p>
<p data-path-to-node=""6"">It is designed to protect the delicate infant skin barrier in the UAE and Oman, our extra-thick, honeycomb-textured wipes lift away impurities without the need for harsh rubbing or irritating chemicals.</p>
<h3 data-path-to-node=""8""><b data-path-to-node=""8"" data-index-in-node=""0"">Infused with Skin-Soothing Organics:</b></h3>
<ul data-path-to-node=""9"">
<li>
<p data-path-to-node=""9,0,0""><b data-path-to-node=""9,0,0"" data-index-in-node=""0"">Organic Aloe Vera:</b> Instantly cools and hydrates skin exposed to high heat and sun.</p>
</li>
<li>
<p data-path-to-node=""9,1,0""><b data-path-to-node=""9,1,0"" data-index-in-node=""0"">Organic Chamomile:</b> Calms redness and prevents diaper rash and heat-related irritation.</p>
</li>
<li>
<p data-path-to-node=""9,2,0""><b data-path-to-node=""9,2,0"" data-index-in-node=""0"">Vitamin E &amp; Moisturizers:</b> Leaves a breathable, protective layer to prevent AC-induced dryness.</p>
</li>
</ul>
<h3 data-path-to-node=""11""><b data-path-to-node=""11"" data-index-in-node=""0"">Why GCC Parents Choose ENFANT Extra Mild Wipes:</b></h3>
<ul data-path-to-node=""12"">
<li>
<p data-path-to-node=""12,0,0""><b data-path-to-node=""12,0,0"" data-index-in-node=""0"">99% Pure Water &amp; Plant-Based:</b> A hypoallergenic formula that is as gentle as cotton wool and water.</p>
</li>
<li>
<p data-path-to-node=""12,1,0""><b data-path-to-node=""12,1,0"" data-index-in-node=""0"">Tear-Free &amp; Alcohol-Free:</b> 100% safe for cleaning around the mouth, eyes, and sensitive facial areas.</p>
</li>
<li>
<p data-path-to-node=""12,2,0""><b data-path-to-node=""12,2,0"" data-index-in-node=""0"">Climate-Proof Moisture-Lock:</b> High-quality packaging designed to prevent wipes from drying out in cars or diaper bags during the Gulf summer.</p>
</li>
<li>
<p data-path-to-node=""12,3,0""><b data-path-to-node=""12,3,0"" data-index-in-node=""0"">Extra Thick &amp; Absorbent:</b> Durable, cloth-like texture that handles even the toughest messes with a single wipe.</p>
</li>
</ul>
<h3 data-path-to-node=""14""><b data-path-to-node=""14"" data-index-in-node=""0"">The ""Zero-Hassle"" Safety Guarantee:</b></h3>
<ul data-path-to-node=""15"">
<li>
<p data-path-to-node=""15,0,0""><b data-path-to-node=""15,0,0"" data-index-in-node=""0"">FREE FROM:</b> Alcohol, Parabens, Fragrance, Phenoxyethanol, and Chlorine.</p>
</li>
<li>
<p data-path-to-node=""15,1,0""><b data-path-to-node=""15,1,0"" data-index-in-node=""0"">DERMATOLOGICALLY TESTED:</b> Certified safe for newborns and babies with eczema-prone skin.</p>
</li>
<li>
<p data-path-to-node=""15,2,0""><b data-path-to-node=""15,2,0"" data-index-in-node=""0"">MULTI-PURPOSE:</b> Ideal for breastfeeding hygiene, high-chair cleanups, and cooling down sweaty toddlers.</p>
</li>
</ul>
<h3 data-path-to-node=""17""><b data-path-to-node=""17"" data-index-in-node=""0"">Product Details:</b></h3>
<ul data-path-to-node=""18"">
<li>
<p data-path-to-node=""18,0,0""><b data-path-to-node=""18,0,0"" data-index-in-node=""0"">Quantity:</b> Available in Single Packs (20/80 wipes) and Bulk Value Bundles.</p>
</li>
<li>
<p data-path-to-node=""18,1,0""><b data-path-to-node=""18,1,0"" data-index-in-node=""0"">Texture:</b> Ultra-soft honeycomb weave for maximum dirt pickup.</p>
</li>
<li>
<p data-path-to-node=""18,2,0""><b data-path-to-node=""18,2,0"" data-index-in-node=""0"">Storage:</b> Store in a cool, dry place. Ensure the lid is snapped shut to maintain 99% water saturation.</p>
</li>
</ul>",Enfant Organics,Baby & Toddler > Diapering > Baby Wipes > Disposable Baby Wipes,"","Fragrance-Free Wipes, Organic Baby Wipes Oman, Water Wipes UAE",true,Varient,3 Packs/ 60 Sheets,,,,,,,,,0.0,shopify,83,deny,manual,4.600,,true,true,100.0,mm,1,mm,"",https://cdn.shopify.com/s/files/1/0958/9974/6598/files/FullSizeRender.jpg?v=1772189513,1,"",false,ENFANT Organic Baby Wipes | 99% Water & Fragrance-Free UAE,"The best organic baby wipes for sensitive skin in UAE & Oman. 99% pure water, alcohol-free, and extra mild for face and body. Prevents diaper rash & heat irritation.",553,,,,,,,,,,,,,,,,,,,,,,,,,,green; white,,,,,,,,,,,,,,,,fabric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unscented,soft-pack,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/sasa.png?v=1776145336,kg,,1.120,active
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,1 Pack/ 60 Sheets,,,,,,,,,0.0,shopify,95,deny,manual,1.800,,true,true,100.0,mm,1,mm,"",https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-2-With-ArabicArtboard-10.jpg?v=1776145336,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/10.jpg?v=1776145336,kg,,0.380,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,8 Packs/ 22 Sheets,,,,,,,,,0.0,shopify,94,deny,manual,4.600,,true,true,100.0,mm,1,mm,"",https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-2-With-ArabicHero-Hook.jpg?v=1776145336,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/csdd.png?v=1776145336,kg,,1.120,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,1 Pack/ 22 Sheets,,,,,,,,,0.0,shopify,99,deny,manual,0.700,,true,true,100.0,mm,1,mm,"",https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-2-With-ArabicTrust-_-Guarantee.jpg?v=1776145336,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/9.jpg?v=1776145336,kg,,0.150,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-2-With-ArabicArtboard-8.jpg?v=1776145336,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-2-With-ArabicArtboard-9.jpg?v=1776145336,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-2-With-ArabicComparison-_-Superiority.jpg?v=1776145336,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-2-With-ArabicFeatures.jpg?v=1776145336,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-2-With-ArabicHow-It-Works-_-How-to-Use.jpg?v=1776145336,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-2-With-ArabicLifestyle-_-Emotional-Appeal.jpg?v=1776145336,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-Images-2-With-ArabicSize-Guide-_-FAQ.jpg?v=1776145336,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/9.jpg?v=1776145336,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/10.jpg?v=1776145336,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/sasa.png?v=1776145336,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-extra-mild-face-body-wipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/csdd.png?v=1776145336,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-total-care-kids-toothpaste-apple-kiwi-mint-2-years,ENFANT Organic Kids Toothpaste - Fluoride-Free Apple Kiwi Mint (Safe if Swallowed) - 2 Years+,"<h1 data-path-to-node=""2""><b data-path-to-node=""2"" data-index-in-node=""0"">ENFANT Organic Plus Total Care Kids Toothpaste | Apple Kiwi Mint (50ml)</b></h1>
<h3 data-path-to-node=""3""><b data-path-to-node=""3"" data-index-in-node=""0"">The Professional Enamel-Strong Defense for Children (2 Years+)</b></h3>
<p data-path-to-node=""4"">Give your child's developing smile a clinical-grade organic advantage. ENFANT Total Care Kids Toothpaste is a high-performance enamel-strengthening formula specifically designed for children in the UAE and Oman.</p>
<p data-path-to-node=""5"">While maintaining an organic base, this formula utilizes Nano-Hydroxyapatite (HAP) and 1500 ppm Active Fluoride to remineralize teeth and provide a biological shield against plaque and cavities. Infused with a refreshing Apple Kiwi Mint flavor, it transforms daily brushing into a safe, fun, and effective habit for toddlers and school-aged children.</p>
<h3 data-path-to-node=""7""><b data-path-to-node=""7"" data-index-in-node=""0"">The Science of Stronger Teeth:</b></h3>
<ul data-path-to-node=""8"">
<li>
<p data-path-to-node=""8,0,0""><b data-path-to-node=""8,0,0"" data-index-in-node=""0"">Active Fluoride (1500 ppm):</b> The dentist-recommended concentration to harden enamel and provide maximum cavity protection.</p>
</li>
<li>
<p data-path-to-node=""8,1,0""><b data-path-to-node=""8,1,0"" data-index-in-node=""0"">Calcium Nano HAP:</b> Advanced Nano-Hydroxyapatite that naturally replaces lost calcium, physically repairing microscopic enamel defects.</p>
</li>
<li>
<p data-path-to-node=""8,2,0""><b data-path-to-node=""8,2,0"" data-index-in-node=""0"">CPC Anti-Bacteria:</b> Clinically reduces the bacteria responsible for tooth decay and <b data-path-to-node=""8,2,0"" data-index-in-node=""83"">morning breath</b>.</p>
</li>
<li>
<p data-path-to-node=""8,3,0""><b data-path-to-node=""8,3,0"" data-index-in-node=""0"">Propolis Extract:</b> A natural ""bee glue"" that naturally fortifies the teeth and supports oral immunity.</p>
</li>
</ul>
<h3 data-path-to-node=""10""><b data-path-to-node=""10"" data-index-in-node=""0"">Healthy Gums &amp; Organic Protection:</b></h3>
<ul data-path-to-node=""11"">
<li>
<p data-path-to-node=""11,0,0""><b data-path-to-node=""11,0,0"" data-index-in-node=""0"">Organic Seabuckthorn Extract:</b> High in Vitamin C to nourish and maintain <b data-path-to-node=""11,0,0"" data-index-in-node=""72"">healthy, pink gums</b>.</p>
</li>
<li>
<p data-path-to-node=""11,1,0""><b data-path-to-node=""11,1,0"" data-index-in-node=""0"">Apple Kiwi Mint Flavor:</b> A cooling, fruit-based taste that encourages longer brushing times without synthetic sweeteners.</p>
</li>
<li>
<p data-path-to-node=""11,2,0""><b data-path-to-node=""11,2,0"" data-index-in-node=""0"">Plaque-Reduction Technology:</b> Effectively breaks down food residues and prevents the formation of tartar.</p>
</li>
</ul>
<h3 data-path-to-node=""13""><b data-path-to-node=""13"" data-index-in-node=""0"">Why GCC Parents Choose ENFANT Total Care:</b></h3>
<ul data-path-to-node=""14"">
<li>
<p data-path-to-node=""14,0,0""><b data-path-to-node=""14,0,0"" data-index-in-node=""0"">Scientifically Formulated:</b> Combines the best of organic botanicals with advanced dental science.</p>
</li>
<li>
<p data-path-to-node=""14,1,0""><b data-path-to-node=""14,1,0"" data-index-in-node=""0"">Sugar-Free &amp; Safe:</b> Sweetened with teeth-friendly alternatives - 100% Saccharin-Free and Sugar-Free.</p>
</li>
<li>
<p data-path-to-node=""14,2,0""><b data-path-to-node=""14,2,0"" data-index-in-node=""0"">Targeted Growth Support:</b> Perfect for children aged 2+ as their permanent teeth begin to develop under the surface.</p>
</li>
<li>
<p data-path-to-node=""14,3,0""><b data-path-to-node=""14,3,0"" data-index-in-node=""0"">Toxin-Free Guarantee:</b> Free from SLS, Parabens, Triclosan, and harsh foaming agents.</p>
</li>
</ul>
<h3 data-path-to-node=""16""><b data-path-to-node=""16"" data-index-in-node=""0"">Clean &amp; Safe Safety Protocol:</b></h3>
<ul data-path-to-node=""17"">
<li>
<p data-path-to-node=""17,0,0""><b data-path-to-node=""17,0,0"" data-index-in-node=""0"">NO SLS:</b> Won't cause mouth ulcers or irritation.</p>
</li>
<li>
<p data-path-to-node=""17,1,0""><b data-path-to-node=""17,1,0"" data-index-in-node=""0"">NO PARABENS:</b> Clean, non-toxic preservation.</p>
</li>
<li>
<p data-path-to-node=""17,2,0""><b data-path-to-node=""17,2,0"" data-index-in-node=""0"">NO SUGAR:</b> Prevents acid attacks during and after brushing.</p>
</li>
</ul>
<h3 data-path-to-node=""19""><b data-path-to-node=""19"" data-index-in-node=""0"">Usage &amp; Product Details:</b></h3>
<p data-path-to-node=""20,0,0""><b data-path-to-node=""20,0,0"" data-index-in-node=""0"">How to Use:</b> Apply a pea-sized amount. Supervise children during brushing to ensure proper technique. Use twice daily for optimal enamel protection.<br><b data-path-to-node=""20,1,0"" data-index-in-node=""0"">Net Volume:</b> 50ml Precision Tube.<br><b data-path-to-node=""20,2,0"" data-index-in-node=""0"">Shelf Life:</b> 3 years (Use within 1 year of opening).</p>",Enfant Organics,Health & Beauty > Personal Care > Oral Care > Toothpaste,"","Cavity Protection Oman, Fluoride Toothpaste for Kids, Kids Toothpaste UAE",true,Title,Default Title,,,,,,,,,0.0,shopify,31,deny,manual,5.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0958/9974/6598/files/5.jpg?v=1772116002,1,"",false,ENFANT Kids Toothpaste | Cavity Protection & Enamel Repair UAE,"The ultimate kids toothpaste for UAE & Oman. ENFANT Total Care features 1500ppm Fluoride, Calcium Nano-HAP, and Organic Seabuckthorn. Strengthens enamel & prevents decay.",1360,,kids,,,,,,,,,,,,,,,kids; toddlers,other,,,,,,,,,,,,,propolis,,apple,high-fluoride-225-ppm,,,,,,,,,,,,antibacterial; breath-freshening; cavity-protection; enamel-strengthening; gum-health; kids-teething,,,,,,,,,,,,,,,,,,,,,,anti-decay; antiplaque,,,,,,,,kg,,1.120,active
enfant-organic-plus-total-care-kids-toothpaste-apple-kiwi-mint-2-years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-ImagesIngredients_46156f1b-fb3e-4528-9774-6affd976faab.jpg?v=1775197718,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-total-care-kids-toothpaste-apple-kiwi-mint-2-years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-ImagesFree-of-Harsh-Chemicals_f7719569-5ac1-40cd-a912-86b906dfc573.jpg?v=1775197718,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-total-care-kids-toothpaste-apple-kiwi-mint-2-years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-ImagesHow-To-Use_e61351cf-9376-48fd-bf74-48c960c3a2e5.jpg?v=1775197718,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-total-care-kids-toothpaste-apple-kiwi-mint-2-years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-ImagesComparison_29a1c0de-0f5c-4e3b-815a-833d62e52de9.jpg?v=1775197718,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-total-care-kids-toothpaste-apple-kiwi-mint-2-years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-ImagesTrust-_-Guarantee_df3bf919-a1e0-48d9-b72e-975f3bf38f6c.jpg?v=1775197718,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-total-care-kids-toothpaste-apple-kiwi-mint-2-years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-ImagesFeatures_cd1f2572-3ff4-445e-bf90-dc582ab485ba.jpg?v=1775197718,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-plus-total-care-kids-toothpaste-apple-kiwi-mint-2-years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Listing-ImagesLifestyle_87ad0d6a-5c8d-4cd2-88e3-63c37184789d.jpg?v=1775197718,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
